root	kanji	band	gloss
madrigal	情歌	pejvo	【文】マドリガル（叙情短詩）,恋歌;【楽】マドリガル（無伴奏の多声歌曲）;《転》恋の甘言
gej	同性	piv	【PIV】(fm (familiara, familiare)) Samseksemulo.
opilion	盲蛛	piv	【動】【PIV】G. (Genro) (Opilio) de artropodoj el la klaso de a
kopr	椰干	pejvo	【植】コプラ（ココヤシの胚乳を乾燥したもの）
stencil	蜡纸	pejvo	謄写版原紙,ステンシルペーパー
mioz	缩瞳	piv	【医】【PIV】Mallarg^ig^o de la pupilo.
kaprifoli	忍冬	pejvo	【植】スイカズラ（科）;=lonicero
metakarp	掌骨	pejvo	【解】中手,掌部;中手骨,掌骨
scil	绵枣儿	piv	【植】【PIV】G. (Genro) (Scilla el hiacintacoj) de plurjaraj he
krasul	厚叶	pejvo	【植】クラッスラ（属）（ベンケイソウ科の多肉植物）
anastigmat	无散光	pejvo	【理】【写】非点収差のない
pudend	阴部	piv	【解】【PIV】Parto, kiu etendig^as de la pubo g^is la anuso, k 
ofiur	蛇尾	piv	【動】【PIV】G. (Genro) (Ophiura) de ekinodermoj, en formo de k
celakant	矛尾鱼	pejvo	【魚】シーラカンス
resonanc	共鸣	pejvo	【理】共鳴,共振
galen	方铅矿	pejvo	【鉱】方鉛鉱
sacerdot	祭司	pejvo	{Ｏ}【キ】（カトリックなどの）司祭,>>pastro
mehar	赛驼	piv	【PIV】Kurdromedaro.
kupol	圆顶	pejvo	{Ｏ}【建】円天井,丸屋根,ドーム;【軍】砲塔
petazit	蜂斗菜	pejvo	《Ｎ》【植】フキ（蕗）（genro _Petasites_ el kompozitoj，de plurjaraj h
vodevil	歌舞剧	pejvo	【劇】ボードビル
cum	聚伞	piv	【植】【PIV】(cyma) Decentra infloresko (k finevolue infruktesk
nimfe	睡莲	pejvo	【植】スイレン（睡蓮）（属）,=akvolilio
talam	丘脑	piv	【解】【PIV】(thalamus) Nomo de du dikaj kernoj de griza substa
ureter	输尿管	pejvo	【解】尿管,=urinkanalo
seton	引流	piv	【医】【PIV】Mec^o, duloke trapasanta la hau^ton k uzata por dr
celenter	腔肠	pejvo	【動】【PIV】Interna kavo de malsuperaj bestoj, kies sakforma k
hiacint	风信子	pejvo	{Ｏ}【植】ヒアシンス（属）
tantiem	红利	pejvo	【商】利益配当,役員配当;著作権使用料,印税
fulgor	蜡蝉	piv	【動】【PIV】G. (Genro) (Fulgora) de insektoj el la ordo de hem
akumulator	蓄电	pejvo	【電】蓄電池,=akumulilo
neu^trin	中微子	pejvo	【理】ニュートリノ,中性微子
puc^	政变	pejvo	【政】政治的暴動,反乱,クーデター,=s^tatrenverso
sibarit	享乐	pejvo	軟弱な道楽者
impos^t	拱座	piv	【PIV】1 Eltranc^ita s^tonego, g^enerale iom elstaranta, sur
korsar	私掠	pejvo	{Ｏ}【史】私掠船船長,私掠船乗組員,=kaperisto,>>pirato;=korsars^ipo（私掠船）
pipet	移液	pejvo	【化】ピペット
sukijak	牛锅	pejvo	［自］すき焼きをする
j^ak	插孔	pejvo	【電】ジャック,>>s^topilo;《廃》=redingoto（フロックコート）
metoksi	甲氧	piv	【化】【PIV】La radiko CH 3-O-, tre ofta en naturaj produktoj: 
neoti	鸟巢兰	piv	【植】【PIV】G. (Genro) (Neottia el orkidacoj) de 9 sp-oj (spec
panikl	圆锥	pejvo	【解】皮下脂肪;【植】円錐花序
holoste	硬骨	piv	【PIV】= holosto.
kancelier	首相	pejvo	{Ｏ}【史】大法官,国璽尚書;【政】（ドイツの）首相;（団体の印章を管理する）事務局長
aspart	天冬	piv	【化】【PIV】Radiko de aspartata acido (en kunmetaj^oj).
kazuar	鹤鸵	pejvo	【鳥】ヒクイドリ（属）
korne	角膜	pejvo	{Ｏ}【解】角膜
fagot	大管	pejvo	{Ｏ}【楽】ファゴット,バスーン
brusk	暴躁	piv	【PIV】Malmilde, akre malg^entila pro senpacienco au^ malbon
ag^i	升水	pejvo	{Ｏ}【商】打歩（うちぶ）,（通貨の）両替差額
lukan	锹甲	pejvo	【虫】クワガタムシ（属）,=cervskarabo
garol	松鸦	pejvo	{Ｏ}【鳥】カケス（属）
spekulaci	投机	pejvo	=spekuli（投機をする）
fuzi	聚变	pejvo	【理】核融合,>>fisio
ork	虎鲸	pejvo	【動】シャチ（鯱）（種）
talk	滑石	pejvo	［他］滑石粉を塗る
kvadratur	求积	pejvo	{Ｏ}【数】求積法
angiom	血管瘤	piv	【医】【PIV】Tumorsimila formacio, konsistanta el angioj, apart
sinod	宗议	pejvo	教会会議の
kompot	糖煮	pejvo	{Ｏ}【料】コンポート（果物の砂糖煮）
paradize	极乐鸟	pejvo	【鳥】フウチョウ（風鳥）,ゴクラクチョウ（極楽鳥）（科の総称）,=paradizbirdo
pavez	船墙	pejvo	【海】舷墻（げんしょう）（上甲板舷側上の防壁）
fonem	音位	pejvo	【声】音素
ruben	红宝	pejvo	{Ｏ}【鉱】ルビー,紅玉
hepatik	肝草	pejvo	【植】スハマソウ（属）,=hepatherbo
gobius	虾虎	pejvo	【魚】ハゼ（科の総称）;ゴビウス（属）
rekvizit	道具	piv	【PIV】Objekto (meblo, ilo kc (kaj ceteraj)) necesa por plen
katgut	肠线	pejvo	【医】【楽】【PIV】1 Fadeno el organika substanco, uzata en kirurg
vrak	残船	piv	【PIV】1 Ruino de s^ipo, aviadilo au^ alia veturilo, kus^ant
elitr	硬翅	pejvo	【虫】（甲虫類の）翅鞘（ししょう）,さやばね
eritroni	猪牙花	pejvo	【植】【PIV】G. (Genro) (Erythronium el liliacoj) de herboj kun
difteri	白喉	pejvo	ジフテリアの,ジフテリア性の
likvesk	潮解	piv	【理】【化】【PIV】Ig^i likva pro ensorbado de akvovaporo el la ae
alkemi	炼金	pejvo	{Ｏ}錬金術
glikogen	糖原	piv	【化】【PIV】Polisakarido, (C 6 H 10 O 5) n, trovebla precipe e
katarakt	白内障	pejvo	{Ｏ}【病】白内障
divizor	约数	pejvo	［自］【数】約数である
ekspektor	咳痰	piv	【医】【PIV】(ntr (netransitiva)) Forj^eti tra la bus^o la muko
epifiz	骨端	pejvo	【解】骨端
katafor	下指	piv	【語】【PIV】Sintaksa procedo, per kiu ripetig^as sub alia form
brec^i	角砾岩	piv	【地質】【PIV】Sedimenta, klasta petro, konsistanta el minimume 
gulas^	煮牛	pejvo	【料】グラッシュ,グヤーシュ（ハンガリー風ビーフシチュー）
vernaliz	春化	piv	【植】【PIV】(tr (transitiva)) Kau^zi antau^ la normala tempo f
himen	处女膜	pejvo	【解】処女膜
psikedel	迷幻	piv	【医】【心】【PIV】Rilata al psikedelismo.
kolofon	松香	pejvo	{Ｏ}【化】ロジン,=rezinaj^o
siest	午睡	pejvo	［自］昼寝する,午睡する
pjel	肾盆	piv	【解】【PIV】(pelvis renalis) Rena pelveto, c^e la komenco de l
hipokondri	疑病	pejvo	【病】心気症,ヒポコンデリー
likopodi	石松	pejvo	【植】ヒカゲノカズラ（属）
alcion	翠鸟	pejvo	{Ｏ}【鳥】カワセミ
komoci	震荡	piv	【医】【PIV】Organskuo, kau^zita de bato trafinta korpoparton p
aliteraci	头韵	pejvo	【文】頭韻（法）
ekstradici	引渡	pejvo	［他］【法】（他国からの逃亡犯罪人を）引き渡す,>>transdoni
azale	杜鹃	pejvo	【植】アザレア;ツツジ（躑躅）,>>rododendro
s^malc	猪油	piv	【PIV】Fandita k mola bestograso: s^malco kun grivoj; s^malc
citronel	香茅	piv	【植】【PIV】Sp. (Specio) de cimbopogono (Cymbopogon nardus) el
pastel	含片	pejvo	{Ｏ}【菓】ドロップ;（薬用の）トローチ,糖衣錠
petiol	叶柄	pejvo	【植】葉柄,=folitigo
piore	脓漏	pejvo	【医】【PIV】Piooreo (Vd (vidu) pioo).
kreml	城堡	pejvo	【史】（中世ロシアの都市の）城砦,>>fortikaj^o
promontor	海角	pejvo	{Ｏ}【地理】岬（みさき）
skalar	标量	pejvo	【数】スカラーの
pamflet	批文	pejvo	{Ｏ}【政】批判攻撃文書,風刺攻撃文書,>>bros^uro
zip	拉链	pejvo	［他］ファスナーで閉じる
tetrark	分王	piv	【史】【PIV】Reganto de tetrarkejo: la tetrarko Herodo .
redoks	氧减	piv	【化】【PIV】Duopo, konsistanta el du atomoj, jonoj au^ molekul
tril	颤歌	pejvo	［自］【楽】トリルで歌う;《転》（鳥が）声を震わせてさえずる
ekskori	擦伤	pejvo	［他］【医】=skrapvundi（擦りむく）
milic	民兵	pejvo	民兵隊,義勇軍,国民軍
sial	硅铝	piv	【地質】【PIV】La supra parto de la kontinenta terkrusto, konsis
flau^r	植群	pejvo	【植】植物相,フロラ,=vegetaj^aro
kraks	冠鸡	piv	【動】【PIV】G. (Genro) (Crax el kraksedoj) de grandaj galinofo
lavang	雪崩	pejvo	雪崩のように
sozi	替身	pejvo	《Ｎ》ドッペルゲンガー,うり二つの人,>>duulo
tindr	火绒	pejvo	{Ｏ}ほくち（火口）
goliard	游学	piv	【史】【PIV】Unu el la migrantaj kleruloj (studentoj, klerikoj 
link	山猫	pejvo	{Ｏ}【動】オオヤマネコ（属）（大山猫）
orl	缝边	pejvo	［他］ふち縫いする,ふちをまつる
glir	睡鼠	pejvo	【動】オオヤマネ,=dormomuso
gejs^	艺妓	pejvo	【日】芸者,芸妓（げいこ）
omar	龙虾	pejvo	{Ｏ}【動】ウミザリガニ（属）,オマールエビ,ロブスター,>>palinuro
kristalin	晶体	piv	【解】【PIV】Natura lenso de la okulo, situanta malantau^ la pu
erizipel	丹毒	pejvo	{Ｏ}【病】丹毒（たんどく）
bronz	青铜	pejvo	青銅の
antiklinal	背斜	piv	【地質】【PIV】Konveksa parto de falto. Vd sinklinalo.
